Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter1_41759d34	Canteen	No birds. Just fish. Good protein.	game/chapter1.rpy	740	Canteen Server "[what]"
chapter1_354eec7f		Somebody grabs me by the collar from behind.	game/chapter1.rpy	741	"[what]"
chapter1_aad0a82d	T	Ack.	game/chapter1.rpy	743	T "[what]"
chapter1_993dea96		I turn around, it's Magnus.	game/chapter1.rpy	744	"[what]"
chapter1_86a8cbdd	M	Come on hot shot, quit being a pain.	game/chapter1.rpy	747	M "[what]"
chapter1_0cc12bda	M	We've been called up to the command center. If you were where you were supposed to be, you would have heard the message over the comm.	game/chapter1.rpy	750	M "[what]"
chapter1_54c69a2e		Magnus tightens his grip.	game/chapter1.rpy	751	"[what]"
chapter1_f4c52d62	T	Hrrrk… You’re choking me! Hrrrk…	game/chapter1.rpy	753	T "[what]"
chapter1_9f303494		He releases my shirt. 	game/chapter1.rpy	754	"[what]"
chapter1_b07a4647	T	What about lunch?	game/chapter1.rpy	756	T "[what]"
chapter1_1ef1b27b		He folds my sardine bread into a sandwich and hands it to me.	game/chapter1.rpy	758	"[what]"
chapter1_7451dd0a	M	Eat it on the way.	game/chapter1.rpy	760	M "[what]"
chapter1_cb71aba9		Now it's {i}completely{/i} ruined.	game/chapter1.rpy	761	"[what]"
chapter1_a43c7843	T	On second thought, you can have it, Laverna.	game/chapter1.rpy	764	T "[what]"
chapter1_220795db	L	Huh? Are you sure?	game/chapter1.rpy	767	L "[what]"
chapter1_b8244e2b	T	Yeah. I've lost my appetite.	game/chapter1.rpy	769	T "[what]"
chapter1_3c881433		Laverna picks off a sardine and pops it into her mouth.	game/chapter1.rpy	770	"[what]"
chapter1_d3e40d3e	L	Ooh yum!	game/chapter1.rpy	773	L "[what]"
chapter1_295ef6dd		The three of us enter the command center. Commander D'Aza is at his desk with his arms crossed. Next to him is a woman, in elegant battle gear.	game/chapter1.rpy	777	"[what]"
chapter1_99dff4a8		We approach them and salute.	game/chapter1.rpy	778	"[what]"
chapter1_82264400	M	Sir, 33rd flanker reserves reporting as ordered.	game/chapter1.rpy	781	M "[what]"
chapter1_a65a5ccc	D	At ease.	game/chapter1.rpy	783	D "[what]"
chapter1_b902ca8a	D	Allow me to introduce you. This is Iris of the Illanian Guard. She will be your new squad leader from this point forward.	game/chapter1.rpy	786	D "[what]"
chapter1_dbe772df	I	Pleasure to meet you.	game/chapter1.rpy	788	I "[what]"
chapter1_fa6f374c	D	She is forming a new reconnaissance section and has chosen the three of you to be part of it.	game/chapter1.rpy	791	D "[what]"
chapter1_006ac46d		I nudge Magnus.	game/chapter1.rpy	792	"[what]"
chapter1_d1fe4cdb	T	Hey, maybe I'll finally see some action.	game/chapter1.rpy	796	T "[what]"
chapter1_b8d01c39	M	No, I've met her before. You're not getting anything.	game/chapter1.rpy	798	M "[what]"
chapter1_f863b787	T	Not {i}that{/i} kind of action.	game/chapter1.rpy	800	T "[what]"
chapter1_450c419b	L	You know her? How?	game/chapter1.rpy	802	L "[what]"
chapter1_6fa992f5	M	She's from back home in Fyrir.	game/chapter1.rpy	804	M "[what]"
chapter1_700cb5e1	L	Don't tell me there was something between you two!	game/chapter1.rpy	806	L "[what]"
chapter1_a650b3c5	I	Soldiers, is there a problem here?	game/chapter1.rpy	809	I "[what]"
chapter1_fd3a8e88		Her voice thunders through the command center. We all quickly straighten up.	game/chapter1.rpy	810	"[what]"
chapter1_34ac2b0a	M	No ma’am. No problems here ma’am.	game/chapter1.rpy	812	M "[what]"
chapter1_dc65009d	I	Good. Good! You're all dismissed. Report to your berth and await further orders.	game/chapter1.rpy	815	I "[what]"
chapter1_aac9f477		As we exit the room, I overhear the striker talking to D'Aza.	game/chapter1.rpy	817	"[what]"
chapter1_63634ab6	I	They actually look weaker than your dossiers led me to believe. I doubt I’ll be able to keep them alive.	game/chapter1.rpy	819	I "[what]"
chapter1_d597596d	D	They haven't known the war the way you have, commander. But they are your squad now. Your responsibility.	game/chapter1.rpy	821	D "[what]"
chapter1_8e601aea		I sit on my bunk, waiting for our new boss to arrive.	game/chapter1.rpy	828	"[what]"
chapter1_75389191		I'm cleaning my firefly gear, in case she decides to spring a surprise inspection.	game/chapter1.rpy	830	"[what]"
chapter1_ad33ed50		Without warning, the ship jerks to starboard. Small, unsecured things rattle onto the floor.	game/chapter1.rpy	832	"[what]"
chapter1_48f4e82d	L	Woah, hold on!	game/chapter1.rpy	834	L "[what]"
chapter1_3e4c276e		I grab one of the uprights of my bunk and brace myself.	game/chapter1.rpy	835	"[what]"
chapter1_fbac48fe	Intercom	All crew: brace for fast maneuvering.	game/chapter1.rpy	838	Intercom "[what]"
chapter1_66182509		The ship lists even harder.	game/chapter1.rpy	840	"[what]"
chapter1_5ff2af6b	M	Thanks for the warning.	game/chapter1.rpy	842	M "[what]"
chapter1_6d7883af	T	Woah!	game/chapter1.rpy	844	T "[what]"
chapter1_7c7ef3f3		My sword slides off my bunk. I catch the sheath with my free hand.	game/chapter1.rpy	845	"[what]"
chapter1_6d22da73		The blade slips out and hits the floor.	game/chapter1.rpy	848	"[what]"
chapter1_e17e5734		It slides past where Laverna is standing.	game/chapter1.rpy	849	"[what]"
chapter1_e2b04995	L	Woah, watch it!	game/chapter1.rpy	852	L "[what]"
chapter1_c337d55a		It reaches the far side of the room and hits the wall.	game/chapter1.rpy	855	"[what]"
chapter1_b3240592		The Erebus rights itself and as soon as I can, I try to retrieve my sword.	game/chapter1.rpy	857	"[what]"
chapter1_181ee905		I'm halfway across the berth when the ship jerks the opposite way.	game/chapter1.rpy	859	"[what]"
chapter1_0d3970bc	M	Here we go again.	game/chapter1.rpy	862	M "[what]"
chapter1_dc3db92e		I grab onto a locker to steady myself.	game/chapter1.rpy	863	"[what]"
chapter1_c880ad9c		It opens and a pile of equipment falls out.	game/chapter1.rpy	866	"[what]"
chapter1_ab2b6500		Across the room, my blade starts skidding back towards me.	game/chapter1.rpy	867	"[what]"
chapter1_60661493	L	Here it comes again.	game/chapter1.rpy	871	L "[what]"
chapter1_715c2db7		Laverna swings herself onto her bed.	game/chapter1.rpy	873	"[what]"
chapter1_c9ab6749		My sword spins as it slides towards me. I reach out for the hilt.	game/chapter1.rpy	874	"[what]"
chapter1_ece8f1e3	T	Ow!	game/chapter1.rpy	876	T "[what]"
chapter1_fe2293ed		I miss and the blade cuts me across the knuckles.	game/chapter1.rpy	877	"[what]"
chapter1_237c6de0	M	What are you doing, Tallara? Just let it go.	game/chapter1.rpy	879	M "[what]"
chapter1_a816048f	T	It's gonna get scratched.	game/chapter1.rpy	881	T "[what]"
chapter1_ccf83741	L	And you didn't get to use it yet!	game/chapter1.rpy	883	L "[what]"
chapter1_4b002df8		She pulls her knees up to her chest and watches my plight.	game/chapter1.rpy	884	"[what]"
chapter1_9135621f		I dive and slide across the floor after my sword.	game/chapter1.rpy	885	"[what]"
chapter1_2757e758		I hit Laverna's bunk on my way.	game/chapter1.rpy	888	"[what]"
chapter1_365f81be	L	Hey, Watch it.	game/chapter1.rpy	890	L "[what]"
chapter1_e9a9ae4a	M	What the hell are you doing?	game/chapter1.rpy	894	M "[what]"
chapter1_f8ac288a		I slam into the wall headfirst. Stars are flashing around me, but my sword is in reach.	game/chapter1.rpy	897	"[what]"
chapter1_b506382c		I grab the hilt and swing it triumphantly from the floor.	game/chapter1.rpy	898	"[what]"
chapter1_8b938e79	T	Sorry to disappoint you all but I can't be defeated by my own sword!	game/chapter1.rpy	900	T "[what]"
chapter1_d48e6583	I	I would hope not.	game/chapter1.rpy	904	I "[what]"
chapter1_5d1f1e22		We all turn, the striker is standing in the open doorway.	game/chapter1.rpy	905	"[what]"
chapter1_e809323e		The Erebus rights itself.	game/chapter1.rpy	906	"[what]"
chapter1_90884336		Magnus is already on his feet.	game/chapter1.rpy	909	"[what]"
chapter1_1db542d9	M	Attention. Leader on deck!	game/chapter1.rpy	911	M "[what]"
chapter1_5c13fcc4		I toss my sword under my bunk and get in line with the others.	game/chapter1.rpy	912	"[what]"
chapter1_27eb2625		The striker looks around our berth. Ace's locker is open and his things are scattered everywhere. Blood is smeared across the floor from my wound.	game/chapter1.rpy	916	"[what]"
chapter1_d7bdcc81		She takes a walk down our line kicking bits of equipment out of the way as she goes.	game/chapter1.rpy	917	"[what]"
chapter1_fb291527		She stops in front of Magnus and sizes him up.	game/chapter1.rpy	919	"[what]"
chapter1_f8bec265	I	You're Magnus? From Fyrir?	game/chapter1.rpy	921	I "[what]"
chapter1_faff7c9a	M	Yes Ma'am.	game/chapter1.rpy	923	M "[what]"
chapter1_8da95665	I	I didn't recognise your name, but I believe we've met before.	game/chapter1.rpy	925	I "[what]"
chapter1_8d03b381	M	Ma'am, I think that is true.	game/chapter1.rpy	927	M "[what]"
chapter1_ac39851c	I	It was a long time ago, wasn't it?	game/chapter1.rpy	930	I "[what]"
chapter1_cd36ce27	M	A lot has changed since those days, Ma'am.	game/chapter1.rpy	932	M "[what]"
chapter1_90dc75c8		She smiles. I can't believe this. What a suckup!	game/chapter1.rpy	934	"[what]"
chapter1_ecafa275	I	However, I'm glad that you're here. I'll be counting on you.	game/chapter1.rpy	936	I "[what]"
chapter1_ab78536f	M	Thank you, Ma'am.	game/chapter1.rpy	938	M "[what]"
chapter1_62daff26		The Striker walks down the line to Laverna.	game/chapter1.rpy	941	"[what]"
chapter1_a3f18f4b	I	And you're Laverna? The field engineer.	game/chapter1.rpy	944	I "[what]"
chapter1_753e5c80	L	Yes Ma'am, that's me.	game/chapter1.rpy	946	L "[what]"
chapter1_48bfd1d5	I	You should know, I've read your file.	game/chapter1.rpy	949	I "[what]"
chapter1_224f374c		Laverna shifts uncomfortably.	game/chapter1.rpy	950	"[what]"
chapter1_9872710a	I	I hope you continue to serve bravely.	game/chapter1.rpy	952	I "[what]"
chapter1_9675919a	L	Um... I will, Ma'am.	game/chapter1.rpy	954	L "[what]"
chapter1_79098e67		She continues down the line to me.	game/chapter1.rpy	956	"[what]"
chapter1_52ec2ce7		Her grimace says not to mess with her.	game/chapter1.rpy	958	"[what]"
chapter1_91ba7457		Nice eyes though, I mean, damn, what a relief from that ugly bastard Bentis.	game/chapter1.rpy	959	"[what]"
chapter1_b9c97c17	I	You look like a troublemaker.	game/chapter1.rpy	961	I "[what]"
chapter1_af7903a2	T	Uh, no Ma'am.	game/chapter1.rpy	963	T "[what]"
chapter1_f5155a67	I	Then what is that stupid grin for?	game/chapter1.rpy	966	I "[what]"
chapter1_07eb8905	I	I'm your new commanding officer, Firefly Tallara. I know all about you.	game/chapter1.rpy	968	I "[what]"
chapter1_b16d76fc	T	I... uh...	game/chapter1.rpy	971	T "[what]"
chapter1_6323386b	I	I don't particularly care what you think so keep your stupid opinions to yourself.	game/chapter1.rpy	974	I "[what]"
chapter1_1cb4740b	T	Um. Yes Ma'am.	game/chapter1.rpy	976	T "[what]"
chapter1_312d77b6	I	Good.	game/chapter1.rpy	979	I "[what]"
chapter1_f2c6950b		She pauses for a moment, then looks down to my hand.	game/chapter1.rpy	981	"[what]"
chapter1_99cd0bd2	I	You're bleeding.	game/chapter1.rpy	983	I "[what]"
chapter1_425a507e		I look down. Blood is pooling on the floor beside me.	game/chapter1.rpy	984	"[what]"
chapter1_20590e7f		She steps back to address the whole group.	game/chapter1.rpy	985	"[what]"
chapter1_a08edda3	I	At ease, soldiers.	game/chapter1.rpy	989	I "[what]"
chapter1_fbe8b92b		Nobody moves.	game/chapter1.rpy	991	"[what]"
chapter1_de8eb667	I	The Erebus will be on blue alert for the rest of the day. The galley is closed now but I brought some rations from storage.	game/chapter1.rpy	994	I "[what]"
chapter1_da1b21e6	L	Oh good, I'm famished.	game/chapter1.rpy	998	L "[what]"
chapter1_cbec16dc	M	Thanks. We've {i}all{/i} been waiting patiently.	game/chapter1.rpy	1002	M "[what]"
chapter1_bdf2546f		Despite my best efforts, I didn't eat anything earlier.	game/chapter1.rpy	1004	"[what]"
chapter1_5c3e849a		Iris hands me one of the ration boxes.	game/chapter1.rpy	1005	"[what]"
chapter1_414688a7	T	Thanks.	game/chapter1.rpy	1008	T "[what]"
chapter1_3529c663		I reach out to take it, but she doesn't let go.	game/chapter1.rpy	1009	"[what]"
chapter1_c265abff	I	Like I said, you look like a troublemaker.	game/chapter1.rpy	1011	I "[what]"
chapter1_e7bc71fe	T	Really? I'm nothing of the sort.	game/chapter1.rpy	1013	T "[what]"
chapter1_b0d20205	I	Well, you look like one.	game/chapter1.rpy	1016	I "[what]"
chapter1_2d9da5e0		This is somehow more annoying than Bentis was.	game/chapter1.rpy	1017	"[what]"
chapter1_4b26c5c2	I	Are you going to have a problem with following my orders?	game/chapter1.rpy	1020	I "[what]"
chapter1_f126ee62	T	No, Ma'am. Not at all.	game/chapter1.rpy	1022	T "[what]"
chapter1_1df7f026		She lets me have the ration box.	game/chapter1.rpy	1023	"[what]"
chapter1_989249e9	I	I like to identify troublemakers early so I can ditch them on the ground as soon as possible.	game/chapter1.rpy	1026	I "[what]"
chapter1_7c2abead		Ah, that sort of thing. No problem, indeed.	game/chapter1.rpy	1027	"[what]"
chapter1_0aeb78db		Iris moves back to the center of the room. I tear open my ration package.	game/chapter1.rpy	1029	"[what]"
chapter1_a4f7055c		I pick through the ration and find the crackers. There's two in a paper pouch. They're the best part, everything else is barely food.	game/chapter1.rpy	1030	"[what]"
chapter1_aeff2f25		I feel some mana returning. It's been hard to keep up without decent food.	game/chapter1.rpy	1031	"[what]"
chapter1_d42f4582		Iris watches us patiently until we finish our meal.	game/chapter1.rpy	1032	"[what]"
chapter1_1ed100df	I	Now, I know you're all wondering why D'Aza has assigned you to a recon squad.	game/chapter1.rpy	1037	I "[what]"
chapter1_81485486	I	The battlefield is shifting, even as we speak. The Shuvur are drawing back and leaving some key objectives exposed.	game/chapter1.rpy	1039	I "[what]"
chapter1_25e2375b	M	And we're going to jump in and capture these objectives?	game/chapter1.rpy	1043	M "[what]"
chapter1_a2a47da4	I	Not capture, we're going to rescue them.	game/chapter1.rpy	1047	I "[what]"
chapter1_5a3579c5	M	Rescue? Who exactly are we going to rescue?	game/chapter1.rpy	1049	M "[what]"
chapter1_dca83f84	I	An agent we call Darkrose. She's been trapped behind enemy lines for a few weeks now.	game/chapter1.rpy	1052	I "[what]"
chapter1_58c2fa44	L	Who else is in this squad?	game/chapter1.rpy	1056	L "[what]"
chapter1_e3961bf4	I	This is it. The four of us. It's all the Navy can spare.	game/chapter1.rpy	1060	I "[what]"
chapter1_340ea4de	I	Our window of opportunity is only one day, so I need you on the deployment deck at dawn tomorrow.	game/chapter1.rpy	1063	I "[what]"
chapter1_3c435dd2	T	We're going to deploy tomorrow? Isn't that soon?	game/chapter1.rpy	1065	T "[what]"
chapter1_b0233fad	I	Yes soldier, very soon. Is that a problem?	game/chapter1.rpy	1068	I "[what]"
chapter1_85e1e378	L	But Tallara hasn't been on a jump before.	game/chapter1.rpy	1073	L "[what]"
chapter1_e2adb13d		Iris sizes me up again.	game/chapter1.rpy	1076	"[what]"
chapter1_d553aa1c	I	You haven't? I thought you were a firefly?	game/chapter1.rpy	1078	I "[what]"
chapter1_9901f824	T	I'm fully qualified, but my last commander kept me on the reserve team.	game/chapter1.rpy	1081	T "[what]"
chapter1_2e3cfd6b	L	He's a from Spire too, so he's never seen the ground before.	game/chapter1.rpy	1084	L "[what]"
chapter1_3053fdfd	T	I have so {i}seen{/i} the ground. It's just I've never set foot on it.	game/chapter1.rpy	1088	T "[what]"
chapter1_f022239e	I	I see. Well there's a first time for everything.	game/chapter1.rpy	1091	I "[what]"
chapter1_646e3446		She turns to Magnus.	game/chapter1.rpy	1093	"[what]"
chapter1_8a0f6a48	I	Magnus, I want you to shadow Tallara and make sure he is ready to deploy. We can't have any delays.	game/chapter1.rpy	1095	I "[what]"
chapter1_0e426c54	M	Yes, Ma'am.	game/chapter1.rpy	1097	M "[what]"
chapter1_db3e91a4	M	Why does this keep happening to me.	game/chapter1.rpy	1099	M "[what]"
chapter1_e6545e09	I	And call me Iris from now on. I look forward to working with you all.	game/chapter1.rpy	1102	I "[what]"
chapter1_a6fe115a		She looks at me.	game/chapter1.rpy	1103	"[what]"
chapter1_225870b3	I	I've been fighting on the front lines for the last two years. I know what I'm doing, so when I give you an order, I expect it to be obeyed without question.	game/chapter1.rpy	1106	I "[what]"
chapter1_114bf104		I think she's heard some unflattering rumors about me. I wonder who spread those around.	game/chapter1.rpy	1108	"[what]"
chapter1_27504e22		After we're dismissed, I bandage up my hand. Sitting on my bunk I inspect my sword for damage.	game/chapter1.rpy	1109	"[what]"
chapter1_8933a304	T	Great, it's scratched.	game/chapter1.rpy	1111	T "[what]"
chapter1_99191c91		The blade was a mirror finish. Now it's all marred up.	game/chapter1.rpy	1112	"[what]"
chapter1_7d2d82f3		While I'm lamenting, Laverna comes over with a small jar.	game/chapter1.rpy	1113	"[what]"
chapter1_593fed40	L	A little polish might get the scratches out. Try this.	game/chapter1.rpy	1116	L "[what]"
chapter1_598d2dfb		I take the jar and dab a little bit on a rag. It spreads clear along the length as I work it into the metal.	game/chapter1.rpy	1117	"[what]"
chapter1_8a16b83f		After the first pass, the scratches are almost invisible.	game/chapter1.rpy	1119	"[what]"
chapter1_9a37d86d		The next morning, we stand on the deployment deck.	game/chapter1.rpy	1125	"[what]"
chapter1_2dcf27e6		My stomach is unsettled. I did some gliding back in Spire, but it was nothing like this.	game/chapter1.rpy	1126	"[what]"
chapter1_d2f2c0e6		On the other hand, Laverna and Magnus aren't even sweating.	game/chapter1.rpy	1127	"[what]"
chapter1_bbcea5a7		We run through a final check of our combat gear.	game/chapter1.rpy	1128	"[what]"
chapter1_6cef14c0		Magnus is checking his crossbow. Laverna probes her backpack to make sure she's ready for business.	game/chapter1.rpy	1129	"[what]"
chapter1_60d1cf82		My gear is powered by my mana, so all I carry is my sword.	game/chapter1.rpy	1130	"[what]"
chapter1_15496563		 Iris arrives and we snap to attention.	game/chapter1.rpy	1132	"[what]"
chapter1_32ce4c6a	I	At ease. You don't have to do that every time I walk into a room.	game/chapter1.rpy	1135	I "[what]"
chapter1_d69ce242	I	We're jumping into contested territory. The last known location of Agent Darkrose was a village called Igdril.	game/chapter1.rpy	1138	I "[what]"
chapter1_3da8b430	I	I can't guarantee that the Shuvur aren't there, but reports suggest their garrison has withdrawn.	game/chapter1.rpy	1141	I "[what]"
chapter1_7882d7cd	I	We have twenty-four hours to scout the area and rescue Darkrose if possible.	game/chapter1.rpy	1144	I "[what]"
chapter1_9dc178d8	I	Any questions?	game/chapter1.rpy	1146	I "[what]"
chapter1_a20cefa7		...	game/chapter1.rpy	1147	"[what]"
chapter1_1f287253	I	Then let the Southern winds blow!	game/chapter1.rpy	1150	I "[what]"
chapter1_68618fd3		The deployment door slides open, and the cold wind rushes in. The sun is just above the horizon in the Far East.	game/chapter1.rpy	1154	"[what]"
chapter1_d187b101		We walk to the edge of the platform and I peer over.	game/chapter1.rpy	1155	"[what]"
chapter1_f1163e36	I	Tallara, you're first.	game/chapter1.rpy	1158	I "[what]"
chapter1_ec35c134	T	Why me?	game/chapter1.rpy	1160	T "[what]"
chapter1_8d3269c8	L	Now, now. Let’s not embarrass ourselves in front of Iris okay.	game/chapter1.rpy	1164	L "[what]"
chapter1_7018714e	T	Wait, hold on. I'm just...There's a bird in the way, I don't want to hit it.	game/chapter1.rpy	1166	T "[what]"
chapter1_05816433	I	Soldier, why are you still on the Erebus?	game/chapter1.rpy	1170	I "[what]"
chapter1_c6681ab9		I stare back down at the hostile, unknown world.	game/chapter1.rpy	1172	"[what]"
chapter1_50f93460		I feel a hand on my shoulder and turn.	game/chapter1.rpy	1173	"[what]"
chapter1_c7c48b0e	M	Don't worry, bud. I'll give you a hand.	game/chapter1.rpy	1179	M "[what]"
chapter1_c9926fe4	T	No!	game/chapter1.rpy	1181	T "[what]"
chapter1_517af570		Magnus smiles devilishly as he pushes me over the platform edge.	game/chapter1.rpy	1182	"[what]"
chapter1_bbb20dd9		A piercing wind blows past me, it's so loud I can't hear.	game/chapter1.rpy	1193	"[what]"
chapter1_0319565d		Above, the Erebus flies away at incredible speed.	game/chapter1.rpy	1194	"[what]"
chapter1_260e74a3		Three silhouettes dive off. They fall faster than me and close the distance until I can tell them apart.	game/chapter1.rpy	1195	"[what]"
chapter1_0a9c9b27		Iris waves to me and I can hear her through my earpiece.	game/chapter1.rpy	1196	"[what]"
chapter1_96384b43	I	Four thousand meters. Everybody check in.	game/chapter1.rpy	1198	I "[what]"
chapter1_6bfbf159	L	Laverna checking in.	game/chapter1.rpy	1200	L "[what]"
chapter1_9ef7f80f	M	Magnus checking in.	game/chapter1.rpy	1202	M "[what]"
chapter1_a7afa041	T	Tallara checking in.	game/chapter1.rpy	1204	T "[what]"
chapter1_110f3f51	I	Begin navigation interlink.	game/chapter1.rpy	1206	I "[what]"
chapter1_ca3d514c	L	Navigation interlink ready.	game/chapter1.rpy	1208	L "[what]"
chapter1_85b8e15d	M	Receiving.	game/chapter1.rpy	1210	M "[what]"
chapter1_8f479028	I	Receiving.	game/chapter1.rpy	1212	I "[what]"
chapter1_ebfb5d4f	T	Receiving.	game/chapter1.rpy	1214	T "[what]"
chapter1_984fdc77		The interlink engages and my flight pack synchronises with the rest of the squad.	game/chapter1.rpy	1217	"[what]"
chapter1_73c24e2e	I	Okay Laverna, put us into formation one on a glide trajectory.	game/chapter1.rpy	1219	I "[what]"
chapter1_77c1d3e9	L	Copy, engaging!	game/chapter1.rpy	1221	L "[what]"
chapter1_ba33a2d5		My flight pack makes the adjustments and slows my descent.	game/chapter1.rpy	1222	"[what]"
chapter1_b4ee09b8		Our flight packs move us into an evenly spaced formation automatically.	game/chapter1.rpy	1223	"[what]"
chapter1_47a61097		Magnus's voice comes over the intercom.	game/chapter1.rpy	1224	"[what]"
chapter1_a45df89e	M	We're halfway there. You'd better not freak out on us now, Tallara.	game/chapter1.rpy	1226	M "[what]"
chapter1_a0be7875	T	I'm not freaking out!	game/chapter1.rpy	1228	T "[what]"
chapter1_2800568c	L	That’s what people who freak out say!	game/chapter1.rpy	1230	L "[what]"
chapter1_6309b12c	I	Everyone, clear the comms! Laverna, find a landing solution for us.	game/chapter1.rpy	1232	I "[what]"
chapter1_2c5aa4b4	L	Calculating... One thousand meters to touchdown.	game/chapter1.rpy	1234	L "[what]"
chapter1_9676c489	L	Nine hundred meters.	game/chapter1.rpy	1236	L "[what]"
chapter1_6dcbdfc1	I	Target in sight. Get ready for drop descent.	game/chapter1.rpy	1238	I "[what]"
chapter1_c00a0306	L	Eight hundred meters.	game/chapter1.rpy	1240	L "[what]"
chapter1_f4fad9d0	L	Seven hundred- woah!	game/chapter1.rpy	1244	L "[what]"
chapter1_eab12620		My pack jolts sporadically. Our formation breaks.	game/chapter1.rpy	1246	"[what]"
chapter1_ff01fc49	I	What was that?	game/chapter1.rpy	1248	I "[what]"
chapter1_8aca2545	L	I lost it! I lost navigation!	game/chapter1.rpy	1250	L "[what]"
chapter1_69b81e17	I	Everyone switch to manual! Try to get it back.	game/chapter1.rpy	1252	I "[what]"
chapter1_90d01576	M	We're off course. Tallara, watch the trees.	game/chapter1.rpy	1254	M "[what]"
chapter1_cdcc49ee	I	Abort glide, follow emergency procedure two. Laverna, get the interlink back.	game/chapter1.rpy	1259	I "[what]"
chapter1_56ee7034	L	I'm trying, I'm trying!	game/chapter1.rpy	1261	L "[what]"
chapter1_06fa5af0		Their voices become distorted.	game/chapter1.rpy	1262	"[what]"
chapter1_c9a4cb51		In front of me I see one parachute open, then another.	game/chapter1.rpy	1266	"[what]"
chapter1_4942bd1c		Mine opens and I'm yanked up as it slows my fall.	game/chapter1.rpy	1269	"[what]"
chapter1_01edfd8c		I black out.	game/chapter1.rpy	1271	"[what]"
chapter1_efdbd9ee		My mind is a haze. I hear my squad's voices.	game/chapter1.rpy	1277	"[what]"
chapter1_3048173a	I	Is everyone okay? Laverna, what happened?	game/chapter1.rpy	1279	I "[what]"
chapter1_41f50ca2	L	I don't know. Something messed up our interlink.	game/chapter1.rpy	1281	L "[what]"
chapter1_2ab7173a		When I open my eyes, I'm face down in the dirt and covered completely by my parachute. 	game/chapter1.rpy	1282	"[what]"
chapter1_c9fe4632		I sit up and pull the parachute off from me.	game/chapter1.rpy	1283	"[what]"
chapter1_4ec6e34b	L	It was working fine and then the equipment... Failed?	game/chapter1.rpy	1289	L "[what]"
chapter1_b2f5396c	I	Do you think we entered a jamming field?	game/chapter1.rpy	1292	I "[what]"
chapter1_b7a94f3d		We've landed in a field filled with narrow rows of vines. They stretch on for a hundred meters in all directions.	game/chapter1.rpy	1293	"[what]"
chapter1_8afc18b5		The clouds look strange from the bottom side. Above us the Erebus is nowhere in sight.	game/chapter1.rpy	1294	"[what]"
chapter1_624c67d1		Down the row, Magnus is folding his parachute back into its pouch.	game/chapter1.rpy	1295	"[what]"
chapter1_c8e68465		Iris and Laverna are inspecting the vines all around us. Iris touches one, then suddenly, snaps off a stem and examines it.	game/chapter1.rpy	1296	"[what]"
chapter1_07fbed18	I	They're wine grapes.	game/chapter1.rpy	1299	I "[what]"
chapter1_2dd6d96c		She picks off a small fruit from the bunch, rolls it around between her fingers, and eats it.	game/chapter1.rpy	1300	"[what]"
chapter1_b4b39750	L	How does it taste?	game/chapter1.rpy	1303	L "[what]"
chapter1_99b3b728	I	There's seeds in them. Wow, these are good.	game/chapter1.rpy	1306	I "[what]"
chapter1_eacbdc2e		She offers some to Laverna and I. It's frozen, but sweet on the inside.	game/chapter1.rpy	1307	"[what]"
chapter1_b52a8f16	L	Mmmm! I'm going to take some of these back with us.	game/chapter1.rpy	1310	L "[what]"
chapter1_1a8a91ab		Laverna prunes some of the fruit and stuffs it into her bag.	game/chapter1.rpy	1311	"[what]"
chapter1_81b25259	I	Laverna, give me a status report. How far are we from Igdril?	game/chapter1.rpy	1314	I "[what]"
chapter1_8cdad202	L	It shouldn't be far, though I'm not sure exactly.	game/chapter1.rpy	1317	L "[what]"
chapter1_c6869daf		We make our way uphill into a grove. I didn't know trees could grow so tall and they're all covered with green needles.	game/chapter1.rpy	1321	"[what]"
chapter1_f1b238c5		I'm careful not to touch them.	game/chapter1.rpy	1322	"[what]"
chapter1_ceb1f8fc		The grove opens up to a clearing at the top of the hill.	game/chapter1.rpy	1323	"[what]"
chapter1_dce3a5f2	M	That ahead, that's Igdril.	game/chapter1.rpy	1326	M "[what]"
chapter1_4f5e9849		A settlement of snow covered buildings sits below us.	game/chapter1.rpy	1327	"[what]"
chapter1_4426a545	I	Are there any signs of Shuvur?	game/chapter1.rpy	1330	I "[what]"
chapter1_a8a93474		Laverna clicks through the settings on her goggles, scanning over each building.	game/chapter1.rpy	1331	"[what]"
chapter1_de88d613	L	I'm not detecting any mana in the area.	game/chapter1.rpy	1333	L "[what]"
chapter1_2cf89442	T	So... Nobody's home?	game/chapter1.rpy	1335	T "[what]"
chapter1_e17cb28e	I	Not necessarily. I want you all to keep your eyes open.	game/chapter1.rpy	1338	I "[what]"
chapter1_00258bb8	M	Wait, did you see that?	game/chapter1.rpy	1341	M "[what]"
chapter1_bd8f2ccb	I	What?	game/chapter1.rpy	1344	I "[what]"
chapter1_d9c1fc55		Magnus points in towards the bell tower, centered in the village.	game/chapter1.rpy	1348	"[what]"
chapter1_1c52ce3f		Just for an instant, something flashes from the top of the largest building.	game/chapter1.rpy	1349	"[what]"
chapter1_9ac1fa98	M	Look, there it is again!	game/chapter1.rpy	1351	M "[what]"
chapter1_497827b9	L	Is that a signal of some sort?	game/chapter1.rpy	1355	L "[what]"
chapter1_7fe7b5db	M	It could be someone trying to get our attention.	game/chapter1.rpy	1358	M "[what]"
chapter1_850d9544	T	Well, that makes it easy.	game/chapter1.rpy	1360	T "[what]"
